"Date","Price","Open","High","Low","Vol.","Change %"
"27-07-2022","55,591","55,410","55,847","55,150","133.95K","0.18%"
"26-07-2022","55,490","55,402","55,599","55,150","112.84K","0.40%"
"25-07-2022","55,268","55,830","55,897","55,050","138.95K","-1.15%"
"22-07-2022","55,912","55,925","56,418","55,858","138.27K","-0.31%"
"21-07-2022","56,087","56,202","56,202","55,021","236.52K","-0.31%"
"20-07-2022","56,264","56,402","56,790","56,150","123.35K","-0.09%"
"19-07-2022","56,317","56,502","56,539","56,033","94.82K","-0.50%"
"18-07-2022","56,601","56,243","56,853","56,243","128.23K","0.80%"
"15-07-2022","56,154","55,831","56,347","55,155","197.39K","0.80%"
"14-07-2022","55,708","57,402","57,435","55,402","263.31K","-3.24%"
"13-07-2022","57,574","56,905","57,798","56,780","166.63K","1.09%"
"12-07-2022","56,951","57,370","57,380","56,539","161.82K","-0.78%"
"11-07-2022","57,401","57,425","57,723","57,332","102.79K","-0.31%"
"08-07-2022","57,582","57,355","57,813","56,941","158.40K","0.26%"
"07-07-2022","57,432","57,400","57,877","57,205","147.41K","0.38%"
"06-07-2022","57,214","57,500","57,818","56,603","222.51K","-0.27%"
"05-07-2022","57,370","59,000","59,348","57,230","212.55K","-2.54%"
"04-07-2022","58,865","58,702","58,999","58,527","80.12K","0.44%"
"01-07-2022","58,606","59,153","59,850","58,015","233.56K","-0.84%"
"30-06-2022","59,101","59,664","59,800","58,857","0.02K","-0.74%"
"29-06-2022","59,542","60,091","60,264","59,379","0.05K","-0.86%"
"28-06-2022","60,059","60,510","61,226","59,900","1.08K","-0.72%"
"27-06-2022","60,495","60,544","61,300","60,310","2.35K","0.74%"
"24-06-2022","60,048","59,500","60,341","59,110","50.79K","0.30%"
"23-06-2022","59,870","60,928","60,980","59,616","145.81K","-1.85%"
"22-06-2022","60,997","61,508","61,508","60,507","123.72K","-0.98%"
"21-06-2022","61,599","61,229","61,944","60,913","129.93K","0.80%"
"20-06-2022","61,111","61,529","61,580","61,032","98.95K","-0.29%"
"17-06-2022","61,287","61,806","61,984","61,220","130.53K","-0.81%"
"16-06-2022","61,789","61,189","61,894","60,620","200.66K","1.28%"
"15-06-2022","61,009","59,990","61,440","59,990","182.29K","1.88%"
"14-06-2022","59,884","60,565","60,747","59,750","158.98K","-1.21%"
"13-06-2022","60,617","62,040","62,040","60,103","216.13K","-2.52%"
"10-06-2022","62,186","61,594","62,300","60,589","231.87K","0.83%"
"09-06-2022","61,673","62,350","62,494","61,268","157.05K","-1.01%"
"08-06-2022","62,305","62,411","62,645","61,770","160.58K","-0.32%"
"07-06-2022","62,504","62,535","62,590","61,850","144.80K","-0.11%"
"06-06-2022","62,575","62,093","63,240","62,093","177.62K","0.97%"
"03-06-2022","61,973","62,660","63,150","61,882","179.36K","-1.00%"
"02-06-2022","62,599","61,715","62,668","61,646","153.60K","1.16%"
"01-06-2022","61,882","61,412","61,993","60,827","163.32K","0.67%"
"31-05-2022","61,468","62,200","62,200","61,101","165.18K","-1.18%"
"30-05-2022","62,202","62,480","62,866","62,036","102.42K","-0.36%"
"27-05-2022","62,424","62,175","63,098","62,175","157.50K","0.54%"
"26-05-2022","62,086","61,870","62,280","61,571","113.11K","0.37%"
"25-05-2022","61,860","62,100","62,397","61,565","118.74K","-0.68%"
"24-05-2022","62,283","61,615","62,500","61,400","151.02K","1.04%"
"23-05-2022","61,643","61,770","62,560","61,451","158.15K","-0.14%"
"20-05-2022","61,728","61,686","62,285","61,495","130.14K","-0.19%"
"19-05-2022","61,846","61,012","62,022","60,525","176.48K","1.18%"
"18-05-2022","61,123","61,295","61,630","60,828","136.57K","-0.59%"
"17-05-2022","61,483","61,324","61,850","61,122","133.01K","0.39%"
"16-05-2022","61,247","59,728","61,325","59,652","167.79K","2.64%"
"13-05-2022","59,669","59,400","59,800","58,560","182.24K","0.92%"
"12-05-2022","59,125","61,050","61,050","59,009","206.07K","-3.24%"
"11-05-2022","61,106","60,700","61,866","60,555","187.92K","0.24%"
"10-05-2022","60,962","61,990","62,330","60,765","184.06K","-1.48%"
"09-05-2022","61,877","62,800","63,100","61,565","181.13K","-1.64%"
"06-05-2022","62,908","62,656","63,325","62,411","131.39K","0.33%"
"05-05-2022","62,703","62,697","64,555","62,519","215.19K","0.35%"
"04-05-2022","62,487","63,396","63,396","62,310","121.46K","-1.43%"
"03-05-2022","63,393","63,400","63,835","62,852","97.38K","0.15%"
"02-05-2022","63,296","64,504","64,504","62,390","191.08K","-1.96%"
"29-04-2022","64,560","64,300","65,202","63,890","0.06K","0.61%"
"28-04-2022","64,169","64,414","64,499","63,872","0.15K","-1.04%"
"27-04-2022","64,844","65,175","65,399","64,651","0.51K","-0.61%"
"26-04-2022","65,240","65,760","65,900","65,143","1.49K","-0.06%"
"25-04-2022","65,279","66,700","66,700","64,905","21.75K","-2.16%"
"22-04-2022","66,717","67,322","67,473","66,400","84.85K","-0.90%"
"21-04-2022","67,322","68,300","68,399","67,086","107.20K","-1.72%"
"20-04-2022","68,502","68,556","68,734","68,122","93.36K","-0.53%"
"19-04-2022","68,865","69,965","70,439","68,650","151.39K","-1.70%"
"18-04-2022","70,053","69,161","70,730","69,161","116.85K","1.39%"
"14-04-2022","69,095","69,275","69,469","68,622","80.07K","-0.57%"
"13-04-2022","69,493","68,840","69,599","68,420","107.39K","0.91%"
"12-04-2022","68,865","67,595","69,040","67,595","161.34K","2.04%"
"11-04-2022","67,490","67,055","68,538","67,055","159.33K","0.50%"
"08-04-2022","67,152","66,934","67,240","66,605","122.24K","0.32%"
"07-04-2022","66,941","66,660","66,984","66,383","119.62K","0.61%"
"06-04-2022","66,534","66,488","66,848","66,116","131.64K","0.14%"
"05-04-2022","66,444","66,512","67,300","66,272","161.00K","-0.13%"
"04-04-2022","66,530","66,985","67,280","66,210","153.19K","-0.66%"
"01-04-2022","66,971","67,468","67,598","66,770","141.82K","-1.02%"
"31-03-2022","67,662","67,482","68,040","66,755","139.14K","0.08%"
"30-03-2022","67,608","67,250","67,950","67,203","125.95K","0.72%"
"29-03-2022","67,127","68,230","68,230","65,600","234.28K","-1.71%"
"28-03-2022","68,292","68,835","68,835","68,011","122.76K","-1.00%"
"25-03-2022","68,979","69,555","69,585","68,705","120.22K","-0.61%"
"24-03-2022","69,401","68,425","69,744","68,253","175.45K","1.46%"
"23-03-2022","68,403","67,865","68,550","67,624","136.38K","0.79%"
"22-03-2022","67,865","68,550","69,195","67,351","175.60K","-0.95%"
"21-03-2022","68,519","68,155","68,750","68,100","127.30K","0.65%"
"18-03-2022","68,079","68,749","68,750","67,869","87.49K","-0.80%"
"17-03-2022","68,625","67,577","69,149","67,577","164.70K","1.64%"
"16-03-2022","67,517","68,601","68,601","67,327","156.08K","-1.39%"
"15-03-2022","68,466","68,940","68,940","67,802","199.67K","-0.76%"
"14-03-2022","68,993","70,200","70,395","68,632","193.88K","-2.02%"
"11-03-2022","70,412","70,220","70,695","69,350","198.76K","-0.12%"
"10-03-2022","70,500","69,516","70,800","69,000","230.70K","1.16%"
"09-03-2022","69,692","72,190","73,057","69,426","285.59K","-2.42%"
"08-03-2022","71,418","70,140","72,869","69,900","341.76K","1.93%"
"07-03-2022","70,069","69,400","71,320","69,400","268.27K","1.17%"
"04-03-2022","69,257","68,149","69,441","68,149","171.48K","1.76%"
"03-03-2022","68,061","67,980","68,878","67,851","167.91K","0.33%"
"02-03-2022","67,836","68,022","68,395","67,485","186.17K","-0.68%"
"01-03-2022","68,302","66,335","68,549","66,335","146.12K","4.06%"
"28-02-2022","65,637","65,499","65,962","64,500","0.15K","1.90%"
"25-02-2022","64,411","65,595","66,999","64,229","0.42K","-3.05%"
"24-02-2022","66,434","65,905","68,860","65,871","1.78K","2.26%"
"23-02-2022","64,967","64,361","65,213","64,112","2.15K","0.61%"
"22-02-2022","64,574","63,998","64,723","63,998","27.38K","1.33%"
"21-02-2022","63,727","64,050","64,050","63,419","73.00K","-0.45%"
"18-02-2022","64,016","63,851","64,337","63,533","105.80K","0.03%"
"17-02-2022","63,998","63,260","64,170","63,117","112.04K","0.86%"
"16-02-2022","63,455","63,000","63,624","62,970","88.92K","0.44%"
"15-02-2022","63,176","64,596","64,782","62,758","139.68K","-1.90%"
"14-02-2022","64,400","63,250","64,693","63,250","140.46K","1.94%"
"11-02-2022","63,175","63,290","63,290","62,282","142.86K","-0.45%"
"10-02-2022","63,458","62,780","63,767","62,717","152.78K","0.89%"
"09-02-2022","62,900","62,720","62,990","62,527","99.94K","0.46%"
"08-02-2022","62,609","62,190","62,712","61,820","118.76K","0.52%"
"07-02-2022","62,288","61,277","62,350","61,277","124.98K","1.83%"
"04-02-2022","61,170","61,220","61,599","60,580","169.70K","0.18%"
"03-02-2022","61,060","61,690","61,722","60,310","165.02K","-1.21%"
"02-02-2022","61,810","61,636","62,080","61,300","119.42K","0.22%"
"01-02-2022","61,676","61,450","62,475","61,220","156.89K","0.59%"
"31-01-2022","61,316","61,450","61,843","61,175","106.34K","0.01%"
"28-01-2022","61,311","62,380","62,520","61,072","167.17K","-1.44%"
"27-01-2022","62,209","64,101","64,101","62,055","205.34K","-3.21%"
"25-01-2022","64,271","64,100","64,552","63,900","100.26K","0.18%"
"24-01-2022","64,157","64,901","65,169","63,777","144.92K","-1.28%"
"21-01-2022","64,992","65,436","65,539","64,810","138.46K","-0.85%"
"20-01-2022","65,548","64,501","65,650","64,300","160.33K","1.47%"
"19-01-2022","64,598","63,200","64,716","63,200","164.68K","2.12%"
"18-01-2022","63,260","62,222","63,650","61,950","208.99K","1.75%"
"17-01-2022","62,170","61,990","62,310","61,900","57.96K","0.46%"
"14-01-2022","61,887","62,101","62,620","61,801","133.58K","-0.47%"
"13-01-2022","62,182","62,001","62,500","62,001","108.25K","0.13%"
"12-01-2022","62,103","61,399","62,139","61,267","134.16K","1.17%"
"11-01-2022","61,384","61,020","61,444","60,932","105.01K","0.70%"
"10-01-2022","60,960","60,963","61,033","60,570","102.46K","0.11%"
"07-01-2022","60,892","60,798","60,999","60,325","135.03K","0.26%"
"06-01-2022","60,735","62,435","62,435","60,530","210.35K","-2.83%"
"05-01-2022","62,506","62,484","62,800","62,100","117.27K","0.04%"
"04-01-2022","62,484","61,925","62,620","61,803","135.95K","0.75%"
"03-01-2022","62,016","62,836","62,888","61,800","162.79K","-1.39%"
"31-12-2021","62,892","62,450","62,940","62,380","101.90K","0.75%"
"30-12-2021","62,423","62,001","62,488","61,547","117.44K","0.50%"
"29-12-2021","62,110","62,772","62,918","61,701","141.68K","-1.09%"
"28-12-2021","62,792","62,610","63,450","62,610","136.19K","0.32%"
"27-12-2021","62,592","62,570","62,880","62,006","124.13K","0.01%"
"24-12-2021","62,584","62,625","62,697","62,485","28.74K","0.01%"
"23-12-2021","62,577","62,505","62,750","62,120","104.52K","0.19%"
"22-12-2021","62,457","62,162","62,557","61,908","100.65K","0.59%"
"21-12-2021","62,093","61,526","62,621","61,526","127.98K","0.59%"
"20-12-2021","61,729","62,213","62,235","61,500","94.87K","-1.10%"
"17-12-2021","62,417","62,410","62,700","62,205","102.57K","0.00%"
"16-12-2021","62,414","60,699","62,498","60,699","173.34K","3.10%"
"15-12-2021","60,540","61,000","61,297","60,385","130.66K","-0.95%"
"14-12-2021","61,123","61,744","61,880","60,580","141.29K","-1.19%"
"13-12-2021","61,856","61,527","62,000","61,468","88.30K","0.69%"
"10-12-2021","61,433","61,125","61,550","60,645","124.00K","0.55%"
"09-12-2021","61,094","61,808","62,000","60,711","143.07K","-1.29%"
"08-12-2021","61,891","62,113","62,238","61,666","95.55K","-0.35%"
"07-12-2021","62,111","61,599","62,300","61,440","137.91K","0.87%"
"06-12-2021","61,573","61,851","61,989","61,155","114.41K","-0.36%"
"03-12-2021","61,794","61,670","62,000","60,913","171.82K","0.60%"
"02-12-2021","61,424","61,699","61,785","61,059","142.70K","-0.31%"
"01-12-2021","61,616","62,588","62,940","61,500","179.37K","-0.64%"
"30-11-2021","62,012","62,177","62,621","61,568","0.09K","0.13%"
"29-11-2021","61,932","62,975","62,975","61,350","0.11K","-0.71%"
"26-11-2021","62,372","63,217","63,717","61,954","0.26K","-0.95%"
"25-11-2021","62,972","62,861","63,599","62,726","0.66K","0.58%"
"24-11-2021","62,609","62,702","62,997","62,450","27.96K","0.05%"
"23-11-2021","62,575","64,828","64,948","62,328","134.15K","-3.35%"
"22-11-2021","64,745","65,900","66,147","64,587","152.07K","-1.47%"
"19-11-2021","65,714","66,059","66,360","65,472","95.72K","-0.65%"
"18-11-2021","66,141","66,699","66,800","65,720","152.51K","-0.94%"
"17-11-2021","66,769","66,597","66,960","66,400","109.12K","0.56%"
"16-11-2021","66,400","66,990","67,536","66,333","176.27K","-0.47%"
"15-11-2021","66,715","67,059","67,294","66,450","144.80K","-0.78%"
"12-11-2021","67,242","66,958","67,480","66,415","168.99K","0.30%"
"11-11-2021","67,043","66,000","67,126","65,990","164.48K","1.51%"
"10-11-2021","66,048","64,800","66,851","64,501","256.81K","2.00%"
"09-11-2021","64,755","65,098","65,238","64,350","138.76K","-0.41%"
"08-11-2021","65,024","64,656","65,193","64,508","125.80K","0.82%"
"05-11-2021","64,498","64,135","64,666","63,501","102.80K","0.32%"
"04-11-2021","64,292","62,880","64,400","62,880","44.32K","2.50%"
"03-11-2021","62,726","63,355","63,700","62,300","156.52K","-1.20%"
"02-11-2021","63,486","64,855","64,970","63,351","160.76K","-2.26%"
"01-11-2021","64,956","64,530","65,150","64,420","106.61K","0.36%"
"29-10-2021","64,725","65,013","65,100","64,223","172.68K","-0.59%"
"28-10-2021","65,107","65,294","65,500","64,881","128.78K","-0.35%"
"27-10-2021","65,337","65,120","65,690","64,721","148.34K","0.25%"
"26-10-2021","65,173","66,411","66,411","64,811","178.75K","-1.63%"
"25-10-2021","66,255","65,990","66,529","65,784","135.23K","0.68%"
"22-10-2021","65,809","65,332","66,823","65,229","273.47K","0.91%"
"21-10-2021","65,215","65,787","66,055","65,120","191.52K","-0.73%"
"20-10-2021","65,692","64,550","65,850","64,500","213.41K","1.68%"
"19-10-2021","64,608","63,500","65,346","63,500","240.33K","1.82%"
"18-10-2021","63,451","63,419","63,820","63,051","163.08K","-0.01%"
"15-10-2021","63,460","63,545","63,640","62,905","109.03K","-0.40%"
"14-10-2021","63,714","63,000","63,990","62,703","181.73K","1.01%"
"13-10-2021","63,079","61,900","63,369","61,786","230.38K","2.03%"
"12-10-2021","61,827","61,900","62,340","61,470","164.88K","-0.23%"
"11-10-2021","61,969","61,895","62,424","61,650","129.27K","-0.07%"
"08-10-2021","62,011","61,445","62,860","61,150","211.56K","0.86%"
"07-10-2021","61,484","61,200","61,792","60,923","174.26K","0.45%"
"06-10-2021","61,210","60,990","61,324","60,600","159.48K","0.01%"
"05-10-2021","61,202","61,101","61,316","60,732","138.79K","0.04%"
"04-10-2021","61,176","60,710","61,389","60,343","168.73K","0.66%"
"01-10-2021","60,772","59,810","60,864","59,585","175.94K","1.54%"
"30-09-2021","59,853","58,799","60,077","58,400","212.70K","2.01%"
"29-09-2021","58,672","60,750","60,882","58,501","211.39K","-3.35%"
"28-09-2021","60,705","60,950","60,950","59,783","188.63K","-0.31%"
"27-09-2021","60,894","60,245","61,340","60,245","129.20K","1.07%"
"24-09-2021","60,252","60,930","61,126","59,620","148.69K","-1.27%"
"23-09-2021","61,024","61,310","61,310","60,600","136.19K","-0.63%"
"22-09-2021","61,409","60,799","61,600","60,799","129.28K","1.20%"
"21-09-2021","60,681","60,125","61,060","59,720","162.04K","1.31%"
"20-09-2021","59,897","60,225","60,483","59,472","176.32K","-0.70%"
"17-09-2021","60,317","61,200","61,916","60,202","178.50K","-1.68%"
"16-09-2021","61,346","63,625","63,886","60,719","223.05K","-3.50%"
"15-09-2021","63,568","63,687","63,831","63,301","109.04K","-0.38%"
"14-09-2021","63,813","63,455","63,879","62,910","146.99K","0.41%"
"13-09-2021","63,553","63,780","63,835","62,810","146.16K","-0.47%"
"10-09-2021","63,856","64,489","64,490","63,759","81.20K","-0.85%"
"09-09-2021","64,401","64,390","64,800","63,922","140.56K","-0.06%"
"08-09-2021","64,438","64,765","65,180","64,166","128.82K","-0.63%"
"07-09-2021","64,849","65,520","65,620","64,480","151.85K","-0.93%"
"06-09-2021","65,460","65,390","65,663","65,224","72.61K","0.15%"
"03-09-2021","65,362","63,543","65,788","63,499","206.28K","2.86%"
"02-09-2021","63,543","64,155","64,294","63,300","120.37K","-0.83%"
"01-09-2021","64,075","63,550","64,300","63,115","127.18K","1.75%"
"31-08-2021","62,973","63,302","63,510","62,500","0.10K","0.08%"
"30-08-2021","62,921","63,464","63,497","62,716","0.26K","-0.65%"
"27-08-2021","63,335","62,989","63,750","62,088","0.80K","1.04%"
"26-08-2021","62,686","63,250","63,250","62,485","1.44K","-0.28%"
"25-08-2021","62,862","63,255","63,445","62,665","33.68K","-0.98%"
"24-08-2021","63,482","63,040","63,800","62,911","113.17K","0.54%"
"23-08-2021","63,139","62,047","63,300","62,047","131.69K","1.79%"
"20-08-2021","62,027","62,446","62,599","61,552","127.69K","-0.67%"
"19-08-2021","62,446","62,766","63,100","62,302","80.50K","-0.51%"
"18-08-2021","62,766","63,600","63,850","62,511","116.28K","-1.15%"
"17-08-2021","63,495","63,725","64,150","63,282","118.30K","-0.34%"
"16-08-2021","63,709","63,498","63,770","62,750","118.48K","0.30%"
"13-08-2021","63,519","62,320","63,800","62,282","138.99K","2.15%"
"12-08-2021","62,183","62,911","62,995","61,881","122.57K","-1.41%"
"11-08-2021","63,071","62,997","63,180","62,660","115.47K","0.21%"
"10-08-2021","62,941","63,388","63,550","62,510","141.41K","-0.01%"
"09-08-2021","62,949","65,270","65,270","62,651","199.17K","-3.61%"
"06-08-2021","65,304","67,102","67,200","65,010","177.16K","-2.89%"
"05-08-2021","67,248","67,698","67,931","66,950","107.02K","-0.82%"
"04-08-2021","67,803","68,180","68,994","67,556","160.62K","-0.46%"
"03-08-2021","68,115","67,985","68,230","67,531","99.56K","0.04%"
"02-08-2021","68,088","68,200","68,348","67,750","91.90K","0.04%"
"30-07-2021","68,058","68,380","68,380","67,822","101.37K","-0.50%"
"29-07-2021","68,400","66,890","68,595","66,890","163.07K","2.62%"
"28-07-2021","66,654","66,500","66,920","66,320","101.26K","0.51%"
"27-07-2021","66,315","67,300","67,475","66,020","153.57K","-1.56%"
"26-07-2021","67,364","67,400","67,770","67,251","105.83K","0.15%"
"23-07-2021","67,261","67,600","67,768","66,930","131.66K","-0.49%"
"22-07-2021","67,593","67,351","67,720","66,860","129.58K","0.33%"
"21-07-2021","67,374","67,013","67,430","66,787","74.50K","0.74%"
"20-07-2021","66,879","67,700","67,761","66,606","126.66K","-0.95%"
"19-07-2021","67,520","68,444","68,444","67,352","147.55K","-1.51%"
"16-07-2021","68,552","69,850","70,085","68,366","168.70K","-1.79%"
"15-07-2021","69,798","69,540","69,970","69,540","95.72K","0.34%"
"14-07-2021","69,560","69,250","70,070","69,170","142.37K","0.45%"
"13-07-2021","69,251","69,640","69,779","69,090","126.34K","-0.38%"
"12-07-2021","69,518","69,340","69,662","68,873","128.56K","0.11%"
"09-07-2021","69,441","69,189","69,544","68,660","125.93K","0.44%"
"08-07-2021","69,136","69,365","69,782","68,826","145.41K","-0.55%"
"07-07-2021","69,515","69,775","70,235","69,328","126.95K","-0.16%"
"06-07-2021","69,625","70,250","70,970","69,410","173.84K","-0.69%"
"05-07-2021","70,109","70,375","70,640","69,953","75.43K","-0.17%"
"02-07-2021","70,225","69,270","70,380","69,270","129.53K","1.41%"
"01-07-2021","69,248","69,250","70,050","69,134","142.62K","1.73%"
"30-06-2021","68,072","67,442","68,389","67,307","0.19K","0.99%"
"29-06-2021","67,405","68,357","68,425","67,005","0.56K","-1.35%"
"28-06-2021","68,325","68,275","68,637","67,960","0.98K","0.41%"
"25-06-2021","68,044","67,936","68,525","67,760","3.59K","0.57%"
"24-06-2021","67,658","67,925","68,200","66,201","22.48K","-0.64%"
"23-06-2021","68,096","67,920","68,569","67,687","101.03K","0.63%"
"22-06-2021","67,670","67,988","68,166","67,350","96.79K","-0.37%"
"21-06-2021","67,921","67,899","68,084","66,831","122.89K","0.19%"
"18-06-2021","67,789","68,420","68,870","67,716","150.04K","-0.05%"
"17-06-2021","67,825","71,330","71,330","67,721","288.88K","-5.16%"
"16-06-2021","71,514","71,369","71,780","71,350","113.65K","0.31%"
"15-06-2021","71,296","71,850","71,850","70,936","163.30K","-0.87%"
"14-06-2021","71,922","72,072","72,099","71,054","201.96K","-0.47%"
"11-06-2021","72,262","72,050","72,775","72,050","155.01K","0.34%"
"10-06-2021","72,020","71,603","72,140","71,127","203.78K","0.16%"
"09-06-2021","71,903","71,399","72,150","71,150","156.51K","0.83%"
"08-06-2021","71,309","71,800","71,830","71,080","174.83K","-0.74%"
"07-06-2021","71,839","71,405","71,885","70,922","150.30K","0.34%"
"04-06-2021","71,593","70,795","71,777","70,430","171.18K","1.03%"
"03-06-2021","70,866","72,731","72,832","70,014","269.53K","-2.50%"
"02-06-2021","72,686","72,200","72,750","71,750","150.45K","0.56%"
"01-06-2021","72,278","72,100","73,550","72,100","237.93K","0.49%"
"31-05-2021","71,924","71,778","72,156","71,778","106.36K","0.39%"
"28-05-2021","71,646","71,680","71,777","70,701","207.64K","-0.12%"
"27-05-2021","71,735","71,276","71,800","70,953","191.47K","0.33%"
"26-05-2021","71,496","72,200","72,900","71,300","204.68K","-0.91%"
"25-05-2021","72,151","71,650","72,270","71,081","231.50K","0.45%"
"24-05-2021","71,829","71,150","72,089","71,150","175.41K","1.06%"
"21-05-2021","71,073","72,126","72,470","70,581","271.28K","-1.72%"
"20-05-2021","72,317","72,300","72,541","71,550","206.80K","-0.13%"
"19-05-2021","72,409","73,002","73,200","71,216","362.23K","-1.07%"
"18-05-2021","73,189","73,399","74,162","72,748","219.75K","-0.16%"
"17-05-2021","73,305","71,400","73,380","71,400","228.98K","3.07%"
"14-05-2021","71,119","70,600","71,443","70,150","183.51K","0.84%"
"13-05-2021","70,527","71,099","71,099","70,170","119.75K","-0.88%"
"12-05-2021","71,150","71,850","72,186","71,009","227.83K","-1.09%"
"11-05-2021","71,934","71,492","71,989","70,902","190.64K","0.53%"
"10-05-2021","71,557","71,652","72,654","71,472","207.81K","0.19%"
"07-05-2021","71,424","71,640","72,200","70,952","228.76K","-0.37%"
"06-05-2021","71,691","69,660","71,886","69,660","239.63K","2.92%"
"05-05-2021","69,656","69,850","70,123","68,863","179.34K","-0.01%"
"04-05-2021","69,661","70,750","71,375","68,962","302.96K","-1.74%"
"03-05-2021","70,891","68,650","71,100","68,650","231.89K","5.39%"
"30-04-2021","67,268","67,590","68,103","67,042","0.23K","-0.40%"
"29-04-2021","67,538","68,935","68,935","67,110","0.31K","-0.52%"
"28-04-2021","67,894","69,500","69,500","67,774","1.05K","-1.62%"
"27-04-2021","69,014","68,920","69,521","68,657","2.55K","0.12%"
"26-04-2021","68,934","68,775","69,100","68,123","16.13K","0.34%"
"23-04-2021","68,698","69,300","69,651","68,411","129.62K","-0.76%"
"22-04-2021","69,222","70,300","70,444","69,161","164.37K","-1.51%"
"21-04-2021","70,283","68,987","70,380","68,920","131.85K","2.25%"
"20-04-2021","68,735","68,400","69,251","68,153","204.96K","0.65%"
"19-04-2021","68,292","68,400","69,326","67,952","199.33K","-0.55%"
"16-04-2021","68,670","68,430","69,232","68,004","177.49K","0.19%"
"15-04-2021","68,538","67,650","68,742","67,502","170.28K","1.30%"
"14-04-2021","67,660","67,800","67,834","67,222","90.69K","-0.04%"
"13-04-2021","67,686","66,231","67,844","66,120","179.49K","2.29%"
"12-04-2021","66,171","66,850","67,348","66,050","171.39K","-1.26%"
"09-04-2021","67,015","67,200","67,500","66,450","179.28K","-0.76%"
"08-04-2021","67,526","66,500","67,700","66,350","154.18K","1.29%"
"07-04-2021","66,666","65,850","66,780","65,736","158.42K","1.06%"
"06-04-2021","65,965","64,826","66,185","64,826","171.21K","1.93%"
"05-04-2021","64,713","65,011","65,630","64,640","164.00K","-0.77%"
"01-04-2021","65,214","63,859","65,277","63,667","141.07K","1.84%"
"31-03-2021","64,034","63,300","64,148","62,792","155.87K","1.08%"
"30-03-2021","63,348","64,350","64,380","63,265","160.64K","-1.58%"
"29-03-2021","64,367","64,801","64,801","63,958","87.65K","-1.02%"
"26-03-2021","65,033","65,190","65,388","64,751","123.73K","-0.04%"
"25-03-2021","65,062","65,512","65,550","63,702","222.15K","-0.61%"
"24-03-2021","65,464","65,400","65,777","65,262","111.28K","0.41%"
"23-03-2021","65,196","66,444","66,464","65,070","156.50K","-1.89%"
"22-03-2021","66,452","67,439","67,439","65,959","174.92K","-1.70%"
"19-03-2021","67,604","67,517","67,780","67,103","149.96K","-0.30%"
"18-03-2021","67,807","67,439","68,475","67,009","213.82K","0.78%"
"17-03-2021","67,280","66,950","67,444","66,900","126.84K","0.42%"
"16-03-2021","66,996","67,600","67,840","66,876","152.06K","-1.05%"
"15-03-2021","67,705","66,990","67,873","66,932","145.04K","1.20%"
"12-03-2021","66,905","67,300","67,350","66,066","179.44K","-1.00%"
"11-03-2021","67,582","67,600","68,139","67,081","100.44K","0.09%"
"10-03-2021","67,521","67,570","67,637","66,600","163.38K","0.00%"
"09-03-2021","67,522","66,164","67,640","65,965","178.29K","2.45%"
"08-03-2021","65,906","65,999","66,700","65,350","175.99K","0.40%"
"05-03-2021","65,643","65,899","66,130","64,958","201.70K","-0.48%"
"04-03-2021","65,962","68,000","68,000","65,678","258.15K","-2.97%"
"03-03-2021","67,983","69,155","69,309","66,896","214.96K","-1.78%"
"02-03-2021","69,215","68,700","69,350","66,926","200.63K","0.57%"
"01-03-2021","68,820","69,199","69,876","68,620","142.92K","1.36%"
"26-02-2021","67,895","71,200","71,790","67,608","0.57K","-2.58%"
"25-02-2021","69,693","69,962","71,490","69,500","0.87K","-0.05%"
"24-02-2021","69,725","70,061","70,061","68,500","0.80K","0.31%"
"23-02-2021","69,512","69,111","70,750","68,950","1.09K","-1.19%"
"22-02-2021","70,349","69,600","70,780","68,800","15.37K","2.10%"
"19-02-2021","68,900","68,300","69,925","67,500","140.35K","0.65%"
"18-02-2021","68,454","69,300","69,700","68,300","160.38K","-1.03%"
"17-02-2021","69,163","69,400","69,575","68,360","187.70K","-0.17%"
"16-02-2021","69,281","70,200","70,750","68,346","273.24K","-1.06%"
"15-02-2021","70,022","69,500","70,150","69,500","126.22K","1.38%"
"12-02-2021","69,069","68,400","69,500","68,321","168.70K","0.92%"
"11-02-2021","68,441","68,700","69,168","68,125","173.47K","-0.61%"
"10-02-2021","68,863","69,750","69,920","68,400","199.30K","-1.09%"
"09-02-2021","69,620","69,900","70,640","68,927","213.03K","-0.56%"
"08-02-2021","70,009","68,822","70,238","68,374","195.10K","1.91%"
"05-02-2021","68,700","67,200","68,800","67,120","216.79K","2.84%"
"04-02-2021","66,801","68,027","68,133","66,369","240.42K","-2.53%"
"03-02-2021","68,538","68,000","69,072","67,711","234.81K","1.51%"
"02-02-2021","67,521","73,400","73,400","67,300","413.77K","-8.19%"
"01-02-2021","73,548","69,900","74,200","69,900","403.57K","5.59%"
"29-01-2021","69,654","67,950","71,109","67,950","376.32K","3.03%"
"28-01-2021","67,608","66,017","70,380","65,510","394.16K","1.65%"
"27-01-2021","66,512","66,020","66,586","65,088","221.62K","0.04%"
"25-01-2021","66,483","66,800","67,133","65,906","202.72K","-0.19%"
"22-01-2021","66,612","67,135","67,135","65,452","228.94K","-0.95%"
"21-01-2021","67,253","67,100","67,770","66,932","177.12K","0.43%"
"20-01-2021","66,966","66,170","67,150","65,582","234.98K","1.43%"
"19-01-2021","66,019","65,540","66,150","65,382","204.44K","0.93%"
